Description,Carbohydrate (g),Protein (g),Total Fat (g),Kilocalories,Fiber (g),Sugar Total (g),Calcium (mg),Iron (mg),Vitamin C (mg),Vitamin E (mg),Sodium (mg),Cholesterol (mg)
"CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT",25.11,3.32,1.28,108,2.700000048,4.070000172,2,0.61,6.2,0.09,17,0
"CORN,SWT,WHITE,CKD,BLD,DRND,W/SALT",25.11,3.32,1.28,108,2.700000048,4.070000172,2,0.61,6.2,0.09,253,0
"CORN,SWT,WHITE,CND,WHL KERNEL,REG PK,SOL&LIQUIDS",15.41,1.95,0.5,64,1.700000048,0.0,4,0.41,5.5,0.0,213,0
"CORN,SWT,WHITE,CND,WHL KERNEL,NO SALT,SOL&LIQUIDS",15.41,1.95,0.5,64,0.699999988,0.0,4,0.41,5.5,0.0,12,0
"CORN,SWT,WHITE,CND,WHL KERNEL,DRND SOL",18.59,2.62,1.0,81,2.0,2.400000095,5,0.86,8.5,0.07,323,0
"CORN,SWT,WHITE,CND,CRM STYLE,REG PK",18.13,1.74,0.42,72,1.200000048,2.210000038,3,0.38,4.6,0.06,285,0
"CORN,SWT,WHITE,CND,CRM STYLE,NO SALT",18.13,1.74,0.42,72,1.200000048,2.210000038,3,0.38,4.6,0.06,3,0
"CORN,SWT,WHITE,CND,VACUUM PK,REG PK",19.44,2.41,0.5,79,2.0,0.0,5,0.42,8.1,0.0,272,0
"CORN,SWT,WHITE,CND,VACUUM PK,NO SALT",19.44,2.41,0.5,79,2.0,0.0,5,0.42,8.1,0.0,3,0
"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,UNPREP",20.81,3.02,0.77,88,2.400000095,0.0,4,0.42,6.4,0.0,3,0
"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT",19.56,2.75,0.43,80,2.400000095,3.119999886,4,0.35,3.1,0.07,5,0
"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,W/SALT",19.56,2.75,0.43,80,2.400000095,3.119999886,4,0.35,3.1,0.07,245,0
"CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP",23.5,3.28,0.78,98,2.799999952,0.0,4,0.68,7.2,0.0,5,0
"CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT",22.33,3.11,0.74,94,2.099999905,0.0,3,0.61,4.8,0.0,4,0
"CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT",22.33,3.11,0.74,94,2.799999952,0.0,3,0.61,4.8,0.0,240,0
"PEPPERS,SWT,RED,CND,SOL&LIQUIDS",3.9,0.8,0.3,18,1.200000048,0.0,41,0.8,46.5,0.0,1369,0
"PEPPERS,SWT,RED,FRZ,CHOPD,UNPREP",4.45,1.08,0.21,20,1.600000024,3.25999999,9,0.62,58.7,1.23,5,0
"PEPPERS,SWT,RED,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",3.31,0.95,0.18,16,0.0,2.859999895,8,0.52,41.2,1.08,4,0
"PEPPERS,SWT,RED,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",3.31,0.95,0.18,16,0.0,2.859999895,8,0.52,41.2,1.08,240,0
"PEPPERS,SWT,RED,SAUTEED",6.57,1.04,12.75,133,1.799999952,4.28000021,7,0.47,162.8,3.09,21,0
"SESBANIA FLOWER,CKD,STMD,W/SALT",5.1,1.14,0.05,21,0.0,0.0,22,0.56,37.0,0.0,247,0
"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD,W/SALT",6.53,8.47,4.45,81,0.800000012,0.430000007,59,1.31,8.3,0.21,246,0
"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED,W/SALT",9.4,13.1,7.1,125,0.800000012,0.0,82,0.4,12.0,0.0,250,0
"DOCK,CKD,BLD,DRND,W/SALT",2.93,1.83,0.64,20,0.0,0.0,38,2.08,26.3,0.0,239,0
"LENTILS,SPROUTED,CKD,STIR-FRIED,W/SALT",21.25,8.8,0.45,101,0.0,0.0,14,3.1,12.6,0.0,246,0
"MOUNTAIN YAM,HAWAII,CKD,STMD,W/ SALT",19.99,1.73,0.08,82,0.0,0.0,8,0.43,0.0,0.0,248,0
"TREE FERN,CKD,W/SALT",10.78,0.29,0.07,40,3.700000048,0.0,8,0.16,30.0,0.0,241,0
"POTATOES,MSHD,PREP FROM GRANULES,WO/MILK,WHL MILK&MARGARINE",14.4,2.05,4.93,108,2.200000048,0.0,35,0.19,6.0,0.0,263,3
"POTATOES,MSHD,PREP FROM FLAKES,WO/MILK,WHL MILK&MARGARINE",15.02,1.9,5.6,113,2.299999952,0.0,49,0.22,9.7,0.0,332,4
"PEPPERS,SWT,RED,FREEZE-DRIED",68.7,17.9,3.0,314,21.29999924,40.77000046,134,10.4,1900.0,4.0,193,0
"BEANS,SNAP,YEL,CND,REG PK,DRND SOL",4.5,1.15,0.1,20,1.299999952,0.959999979,26,0.9,4.8,0.29,251,0
"BEANS,SNAP,YEL,CND,NO SALT,DRND SOL",4.5,1.15,0.1,20,1.299999952,0.959999979,26,0.9,4.8,0.29,2,0
"POTATOES,MSHD,HOME-PREPARED,WHL MILK & BUTTER ADDED",16.77,1.87,4.22,113,1.5,1.429999948,24,0.26,6.0,0.12,317,11
CATSUP,25.15,1.74,0.31,97,0.300000012,22.77000046,18,0.51,15.1,1.46,1114,0
"PICKLES,CUCUMBER,DILL OR KOSHER DILL",2.59,0.6,0.14,12,1.100000024,1.309999943,42,0.37,0.8,0.09,875,0
"PICKLES,CUCUMBER,SWT (INCLUDES BREAD & BUTTER PICKLES)",21.15,0.58,0.41,91,1.0,18.27000046,61,0.25,0.7,0.36,457,0
"PICKLES,CUCUMBER,SOUR",2.26,0.33,0.2,11,1.200000048,1.059999943,0,0.4,1.0,0.09,1208,0
"PIMENTO,CANNED",5.1,1.1,0.3,23,1.899999976,2.710000038,6,1.68,84.9,0.69,14,0
"PICKLE RELISH,HOT DOG",23.35,1.5,0.46,91,1.5,0.0,5,1.25,1.0,0.0,1091,0
"PICKLE RELISH,SWEET",35.06,0.37,0.47,130,1.100000024,29.12999916,3,0.87,1.0,0.58,811,0
"PICKLES,CUCUMBER,SOUR,LO NA",2.26,0.33,0.2,11,1.200000048,1.059999943,0,0.4,1.0,0.09,18,0
"PICKLES,CUCUMBER,DILL,LO NA",4.13,0.62,0.19,18,1.200000048,1.919999957,9,0.53,1.9,0.0,18,0
"PICKLES,CUCUMBER,SWT,LO NA (INCLUDES BREAD & BUTTER PICKLES)",33.73,0.37,0.26,122,1.100000024,26.68000031,4,0.59,1.2,0.53,18,0
"CATSUP,LOW SODIUM",25.15,1.74,0.31,97,0.300000012,22.77000046,18,0.51,15.1,1.46,20,0
"MUSHROOMS,ENOKI,RAW",7.68,2.56,0.32,44,2.700000048,0.219999999,1,1.09,0.0,0.01,3,0
"PEPPERS,SWEET,YELLOW,RAW",6.32,1.0,0.21,27,0.899999976,0.0,11,0.46,183.5,0.0,2,0
"RADICCHIO,RAW",4.48,1.43,0.25,23,0.899999976,0.600000024,19,0.57,8.0,2.26,22,0
"SQUASH,ZUCCHINI,BABY,RAW",3.11,2.71,0.4,21,1.100000024,0.0,21,0.79,34.1,0.0,3,0
"TOMATILLOS,RAW",5.84,0.96,1.02,32,1.899999976,3.930000067,7,0.62,11.7,0.38,1,0
"TOMATOES,SUN-DRIED",55.76,14.11,2.97,258,12.30000019,37.59000015,110,9.09,39.2,0.01,2095,0
"TOMATOES,SUN-DRIED,PACKED IN OIL,DRND",23.33,5.06,14.08,213,5.800000191,0.0,47,2.68,101.8,0.0,266,0
"FENNEL,BULB,RAW",7.29,1.24,0.2,31,3.099999905,0.0,49,0.73,12.0,0.0,52,0
"PICKLE RELISH,HAMBURGER",34.48,0.63,0.54,129,3.200000048,0.0,4,1.14,2.3,0.0,1096,0
"ARUGULA,RAW",3.65,2.58,0.66,25,1.600000024,2.049999952,160,1.46,15.0,0.43,27,0
"CARROTS,BABY,RAW",8.24,0.64,0.13,35,2.900000095,4.760000229,32,0.89,2.6,0.0,78,0
"HEARTS OF PALM,CANNED",4.62,2.52,0.62,28,2.400000095,0.0,58,3.13,7.9,0.0,426,0
"PEPPERS,HOT CHILE,SUN-DRIED",69.86,10.58,5.81,324,28.70000076,41.06000137,45,6.04,31.4,3.14,91,0
"NOPALES,RAW",3.33,1.32,0.09,16,2.200000048,1.149999976,164,0.59,9.3,0.0,21,0
"NOPALES,CKD,WO/SALT",3.28,1.35,0.05,15,2.0,1.120000005,164,0.5,5.3,0.0,20,0
"CAULIFLOWER,GREEN,RAW",6.09,2.95,0.3,31,3.200000048,3.029999971,33,0.73,88.1,0.04,23,0
"CAULIFLOWER,GRN,CKD,NO SALT ADDED",6.28,3.04,0.31,32,3.299999952,0.0,32,0.72,72.6,0.0,23,0
"CAULIFLOWER,GRN,CKD,W/ SALT",6.28,3.04,0.31,32,3.299999952,0.0,32,0.72,72.6,0.0,259,0
"BROCCOLI,CHINESE,COOKED",3.81,1.14,0.72,22,2.5,0.839999974,100,0.56,28.2,0.48,7,0
"CABBAGE,NAPA,COOKED",2.23,1.1,0.17,12,0.0,0.0,29,0.74,3.2,0.0,11,0
"LEMON GRASS (CITRONELLA),RAW",25.31,1.82,0.49,99,0.0,0.0,65,8.17,2.6,0.0,6,0
"BEANS,FAVA,IN POD,RAW",17.63,7.92,0.73,88,0.0,0.0,37,1.55,3.7,0.0,25,0
"GRAPE LEAVES,RAW",17.31,5.6,2.12,93,11.0,6.300000191,363,2.63,11.1,2.0,9,0
"GRAPE LEAVES,CND",11.71,4.27,1.97,69,0.0,0.0,289,2.98,11.3,0.0,2853,0
"PEPPER,BANANA,RAW",5.35,1.66,0.45,27,3.400000095,1.950000048,14,0.46,82.7,0.69,13,0
"PEPPER,SERRANO,RAW",6.7,1.74,0.44,32,3.700000048,3.829999924,11,0.86,44.9,0.69,10,0
"PEPPER,ANCHO,DRIED",51.41,11.86,8.2,281,21.60000038,0.0,61,10.93,2.0,0.0,43,0
"PEPPERS,JALAPENO,RAW",5.9,1.35,0.62,30,2.799999952,3.460000038,10,0.7,44.3,0.47,1,0
"PEPPERS,CHILI,GRN,CND",4.6,0.72,0.27,21,1.700000048,0.0,36,1.33,34.2,0.0,397,0
"PEPPERS,HUNGARIAN,RAW",6.68,0.8,0.41,29,0.0,0.0,12,0.46,92.9,0.0,1,0
"PEPPERS,PASILLA,DRIED",51.13,12.35,15.85,345,26.79999924,0.0,97,9.83,6.4,0.0,89,0
"PICKLES,CHOWCHOW,W/CAULIFLOWER ONION MUSTARD,SWT",26.64,1.5,0.9,121,1.5,23.87999916,23,1.4,6.0,0.16,527,0
"EPAZOTE,RAW",7.44,0.33,0.52,32,3.799999952,0.0,275,1.88,3.6,0.0,43,0
"FIREWEED,LEAVES,RAW",19.22,4.71,2.75,103,10.60000038,0.0,429,2.4,2.2,0.0,34,0
"MALABAR SPINACH,COOKED",2.71,2.98,0.78,23,2.099999905,0.0,124,1.48,5.9,0.0,55,0
"MUSHROOM,OYSTER,RAW",6.47,3.31,0.41,43,2.299999952,1.110000014,3,1.33,0.0,0.0,18,0
"FUNGI,CLOUD EARS,DRIED",73.01,9.25,0.73,284,70.09999847,0.0,159,5.88,0.0,0.0,35,0
"MUSHROOMS,STRAW,CND,DRND SOL",4.64,3.83,0.68,32,2.5,0.0,10,1.43,0.0,0.0,384,0
"WASABI,ROOT,RAW",23.54,4.8,0.63,109,7.800000191,0.0,128,1.03,41.9,0.0,17,0
"YAUTIA (TANNIER),RAW",23.63,1.46,0.4,98,1.5,0.0,9,0.98,5.2,0.0,21,0
"MUSHROOMS,WHITE,MICROWAVED",6.04,3.91,0.46,44,2.5,0.0,6,0.33,0.0,0.0,17,0
"MUSHROOMS,MAITAKE,RAW",6.81,1.94,0.19,37,2.700000048,2.069999933,1,0.3,0.0,0.01,1,0
"FIDDLEHEAD FERNS,RAW",5.54,4.55,0.4,34,0.0,0.0,32,1.31,26.6,0.0,1,0
"FIDDLEHEAD FERNS,FRZ,UNPREP",5.74,4.31,0.35,34,0.0,0.0,24,0.73,17.8,0.0,0,0
"BREADFRUIT SEEDS,RAW",29.24,7.4,5.59,191,5.199999809,0.0,36,3.67,6.6,0.0,25,0
"BREADFRUIT SEEDS,BOILED",32.0,5.3,2.3,168,4.800000191,0.0,61,0.6,6.1,0.0,23,0
"BREADNUTTREE SEEDS,RAW",46.28,5.97,0.99,217,0.0,0.0,98,2.09,27.4,0.0,31,0
"BREADNUTTREE SEEDS,DRIED",79.39,8.62,1.68,367,14.89999962,0.0,94,4.6,46.6,0.0,53,0
"CHIA SEEDS,DRIED",43.85,15.62,30.75,490,37.70000076,0.0,631,0.0,0.0,0.0,19,0
"COTTONSEED FLR,PART DEFATTED (GLANDLESS)",40.54,40.96,6.2,359,3.0,0.0,478,12.66,2.4,0.0,35,0
"COTTONSEED FLR,LOFAT (GLANDLESS)",36.1,49.83,1.41,332,0.0,0.0,474,12.58,2.4,0.0,35,0
"COTTONSEED MEAL,PART DEFATTED (GLANDLESS)",38.43,49.1,4.77,367,0.0,0.0,504,13.35,2.5,0.0,37,0
"LOTUS SEEDS,DRIED",64.47,15.41,1.97,332,0.0,0.0,163,3.53,0.0,0.0,5,0
"PUMPKIN&SQUASH SD KRNLS,DRIED",17.81,24.54,45.85,541,3.900000095,1.0,43,14.97,1.9,0.0,18,0
"PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT",13.43,32.97,42.13,522,3.900000095,1.0,43,14.94,1.8,0.0,18,0
"SAFFLOWER SD KRNLS,DRIED",34.29,16.18,38.45,517,0.0,0.0,78,4.9,0.0,0.0,3,0
"SAFFLOWER SD MEAL,PART DEFATTED",48.73,35.62,2.39,342,0.0,0.0,77,4.86,0.0,0.0,3,0
"SESAME SEEDS,WHOLE,DRIED",23.45,17.73,49.67,573,11.80000019,0.300000012,975,14.55,0.0,0.25,11,0
"SESAME SEEDS,WHL,RSTD&TSTD",25.74,16.96,48.0,565,14.0,0.0,989,14.76,0.0,0.0,11,0
"SESAME SD KRNLS,TSTD,WO/SALT (DECORT)",26.04,16.96,48.0,567,16.89999962,0.479999989,131,7.78,0.0,0.25,39,0
"SESAME FLR,PART DEFATTED",35.14,40.32,11.89,382,0.0,0.0,150,14.3,0.0,0.0,41,0
"SESAME FLOUR,LOW-FAT",35.51,50.14,1.75,333,0.0,0.0,149,14.22,0.0,0.0,39,0
"SESAME MEAL,PART DEFATTED",26.04,16.96,48.0,567,0.0,0.0,153,14.55,0.0,0.0,39,0
"SUNFLOWER SD KRNLS,DRIED",20.0,20.78,51.46,584,8.600000381,2.619999886,78,5.25,1.4,33.23,9,0
"SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT",24.07,19.33,49.8,582,11.10000038,2.730000019,70,3.8,1.4,26.1,3,0
"SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT",22.89,20.06,51.3,592,10.60000038,3.109999895,87,4.28,1.1,36.33,3,0
"SUNFLOWER SD KRNLS,TSTD,WO/SALT",20.59,17.21,56.8,619,11.5,0.0,57,6.81,1.4,0.0,3,0
"SUNFLOWER SD BUTTER,WO/SALT",27.42,19.66,47.73,579,0.0,0.0,122,4.75,2.7,0.0,3,0
"SUNFLOWER SD FLR,PART DEFATTED",35.83,48.06,1.61,326,5.199999809,0.0,114,6.62,1.3,0.0,3,0
"ACORNS,RAW",40.75,6.15,23.86,387,0.0,0.0,41,0.79,0.0,0.0,0,0
"ACORNS,DRIED",53.66,8.1,31.41,509,0.0,0.0,54,1.04,0.0,0.0,0,0
"ACORN FLOUR,FULL FAT",54.65,7.49,30.17,501,0.0,0.0,43,1.21,0.0,0.0,0,0
ALMONDS,21.67,21.22,49.42,575,12.19999981,3.890000105,264,3.72,0.0,26.22,1,0
"ALMONDS,BLANCHED",19.94,21.94,50.62,581,10.39999962,4.960000038,216,3.72,0.0,24.71,28,0
"ALMONDS,DRY RSTD,WO/SALT",19.29,22.09,52.83,597,11.80000019,4.900000095,266,4.51,0.0,26.0,1,0
"ALMONDS,OIL RSTD,WO/SALT",17.68,21.23,55.17,607,10.5,4.550000191,291,3.68,0.0,25.97,1,0
ALMOND PASTE,47.81,9.0,27.74,458,4.800000191,36.25,172,1.6,0.1,13.54,9,0
"BEECHNUTS,DRIED",33.5,6.2,50.0,576,0.0,0.0,1,2.46,15.5,0.0,38,0
"BRAZILNUTS,DRIED,UNBLANCHED",12.27,14.32,66.43,656,7.5,2.329999924,160,2.43,0.7,5.73,3,0
"BUTTERNUTS,DRIED",12.05,24.9,56.98,612,4.699999809,0.0,53,4.02,3.2,0.0,1,0
"CASHEW NUTS,DRY RSTD,WO/SALT",32.69,15.31,46.35,574,3.0,5.010000229,45,6.0,0.0,0.92,16,0
"CASHEW NUTS,OIL RSTD,WO/SALT",29.87,16.84,47.77,580,3.299999952,5.010000229,43,6.05,0.3,0.92,13,0
"NUTS,CASHEW NUTS,RAW",30.19,18.22,43.85,553,3.299999952,5.909999847,37,6.68,0.5,0.9,12,0
"CASHEW BUTTER,PLN,WO/SALT",27.57,17.56,49.41,587,2.0,0.0,43,5.03,0.0,0.0,15,0
"CHESTNUTS,CHINESE,RAW",49.07,4.2,1.11,224,0.0,0.0,18,1.41,36.0,0.0,3,0
"CHESTNUTS,CHINESE,DRIED",79.76,6.82,1.81,363,0.0,0.0,29,2.29,58.5,0.0,5,0
"CHESTNUTS,CHINESE,BLD&STMD",33.64,2.88,0.76,153,0.0,0.0,12,0.97,24.7,0.0,2,0
"CHESTNUTS,CHINESE,ROASTED",52.36,4.48,1.19,239,0.0,0.0,19,1.5,38.4,0.0,4,0
"CHESTNUTS,EUROPEAN,RAW,UNPEELED",45.54,2.42,2.26,213,8.100000381,0.0,27,1.01,43.0,0.0,3,0
"CHESTNUTS,EUROPEAN,RAW,PEELED",44.17,1.63,1.25,196,0.0,0.0,19,0.94,40.2,0.0,2,0
"CHESTNUTS,EUROPEAN,DRIED,UNPEELED",77.31,6.39,4.45,374,11.69999981,0.0,67,2.38,15.0,0.0,37,0
"CHESTNUTS,EUROPEAN,DRIED,PEELED",78.43,5.01,3.91,369,0.0,0.0,64,2.39,15.1,0.0,37,0
"CHESTNUTS,EUROPEAN,BLD&STMD",27.76,2.0,1.38,131,0.0,0.0,46,1.73,26.7,0.0,27,0
"COCONUT MEAT,RAW",15.23,3.33,33.49,354,9.0,6.230000019,14,2.43,3.3,0.24,20,0
"COCONUT MEAT,DRIED (DESICCATED),NOT SWTND",23.65,6.88,64.53,660,16.29999924,7.349999905,26,3.32,1.5,0.44,37,0
"COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,PACKAGED",51.85,3.13,27.99,456,9.899999619,36.75,11,1.51,0.0,0.0,285,0
"COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,CND",40.91,3.35,31.69,443,4.5,0.0,14,1.84,0.0,0.0,20,0
"COCONUT MEAT,DRIED (DESICCATED),TSTD",44.4,5.3,47.0,592,0.0,0.0,27,3.39,1.5,0.0,37,0
"COCONUT CRM,RAW (LIQ EXPRESSED FROM GRATED MEAT)",6.65,3.63,34.68,330,2.200000048,0.0,11,2.28,2.8,0.0,4,0
"NUTS,COCNT CRM,CND,SWTND",53.21,1.17,16.31,357,0.200000003,51.5,4,0.13,0.0,0.13,36,0
"COCONUT MILK,RAW (LIQ EXPRESSED FROM GRATED MEAT&H2O)",5.54,2.29,23.84,230,2.200000048,3.339999914,16,1.64,2.8,0.15,15,0
"COCONUT MILK,CND (LIQ EXPRESSED FROM GRATED MEAT&H2O)",2.81,2.02,21.33,197,0.0,0.0,18,3.3,1.0,0.0,13,0
COCONUT H2O (LIQ FROM COCONUTS),3.71,0.72,0.2,19,1.100000024,2.609999895,24,0.29,2.4,0.0,105,0
HAZELNUTS OR FILBERTS,16.7,14.95,60.75,628,9.699999809,4.340000153,114,4.7,6.3,15.03,0,0
"HAZELNUTS OR FILBERTS,BLANCHED",17.0,13.7,61.15,629,11.0,3.49000001,149,3.3,2.0,17.5,0,0
"HAZELNUTS OR FILBERTS,DRY RSTD,WO/SALT",17.6,15.03,62.4,646,9.399999619,4.889999866,123,4.38,3.8,15.28,0,0
"GINKGO NUTS,RAW",37.6,4.32,1.68,182,0.0,0.0,2,1.0,15.0,0.0,7,0
"GINKGO NUTS,DRIED",72.45,10.35,2.0,348,0.0,0.0,20,1.6,29.3,0.0,13,0
"GINKGO NUTS,CANNED",22.1,2.29,1.62,111,9.300000191,0.0,4,0.29,9.1,0.0,307,0
"HICKORYNUTS,DRIED",18.25,12.72,64.37,657,6.400000095,0.0,61,2.12,2.0,0.0,1,0
"MACADAMIA NUTS,RAW",13.82,7.91,75.77,718,8.600000381,4.570000172,85,3.69,1.2,0.54,5,0
"MACADAMIA NUTS,DRY RSTD,WO/SALT",13.38,7.79,76.08,718,8.0,4.139999866,70,2.65,0.7,0.57,4,0
"MIXED NUTS,DRY RSTD,W/PNUTS,WO/SALT",25.35,17.3,51.45,594,9.0,0.0,70,3.7,0.4,0.0,12,0
"MIXED NUTS,OIL RSTD,W/PNUTS,WO/SALT",21.41,16.76,56.33,617,9.899999619,0.0,108,3.21,0.5,0.0,11,0
"MIXED NUTS,OIL RSTD,WO/PNUTS,WO/SALT",22.27,15.52,56.17,615,5.5,0.0,106,2.57,0.5,0.0,11,0
"FORMULATED,WHEAT-BASED,UNFLAVORED,W/SALT",23.68,13.82,57.7,622,5.199999809,0.0,26,2.4,0.1,0.0,505,0
PECANS,13.86,9.17,71.97,691,9.600000381,3.970000029,70,2.53,1.1,1.4,0,0
"PECANS,DRY RSTD,WO/SALT",13.55,9.5,74.27,710,9.399999619,4.059999943,72,2.8,0.7,1.3,1,0
"PECANS,OIL RSTD,WO/SALT",13.01,9.2,75.23,715,9.5,3.970000029,67,2.47,0.7,2.53,1,0
"PILINUTS-CANARYTREE,DRIED",3.98,10.8,79.55,719,0.0,0.0,145,3.53,0.6,0.0,3,0
"NUTS,PINE NUTS,DRIED",13.08,13.69,68.37,673,3.700000048,3.589999914,16,5.53,0.8,9.33,2,0
"PINE NUTS,PINYON,DRIED",19.3,11.57,60.98,629,10.69999981,0.0,8,3.06,2.0,0.0,72,0
"PISTACHIO NUTS,RAW",27.97,20.61,44.44,557,10.30000019,7.639999866,107,4.15,5.0,2.3,1,0
"PISTACHIO NUTS,DRY RSTD,WO/SALT",27.65,21.35,45.97,571,10.30000019,7.809999943,110,4.2,2.3,1.93,10,0
"WALNUTS,BLACK,DRIED",9.91,24.06,59.0,618,6.800000191,1.100000024,61,3.12,1.7,1.8,2,0
"WALNUTS,ENGLISH",13.71,15.23,65.21,654,6.699999809,2.609999895,98,2.91,1.3,0.7,2,0
"BREADFRUIT SEEDS,ROASTED",40.1,6.2,2.7,207,6.0,0.0,86,0.9,7.6,0.0,28,0
"COTTONSEED KRNLS,RSTD (GLANDLESS)",21.9,32.59,36.29,506,5.5,0.0,100,5.4,9.0,0.0,25,0
"PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT",53.75,18.55,19.4,446,0.0,0.0,55,3.31,0.3,0.0,18,0
"SESAME BUTTER,TAHINI,FROM RSTD&TSTD KRNLS (MOST COMMON TYPE)",21.19,17.0,53.76,595,9.300000191,0.49000001,426,8.95,0.0,0.25,115,0
"CHESTNUTS,EUROPEAN,RSTD",52.96,3.17,2.2,245,5.099999905,10.60000038,29,0.91,26.0,0.5,2,0
"SESAME BUTTER,PASTE",24.05,18.08,50.87,586,5.5,0.0,960,19.2,0.0,0.0,12,0
"SESAME FLOUR,HIGH-FAT",26.62,30.78,37.1,526,0.0,0.0,159,15.17,0.0,0.0,41,0
"SESAME BUTTER,TAHINI,FROM UNROASTED KRNLS",17.89,17.95,56.44,607,9.300000191,0.0,141,6.35,0.0,0.0,1,0
"WATERMELON SD KRNLS,DRIED",15.31,28.33,47.37,557,0.0,0.0,54,7.28,0.0,0.0,99,0
"CHESTNUTS,JAPANESE,DRIED",81.43,5.25,1.24,360,0.0,0.0,72,3.38,61.3,0.0,34,0
"COCONUT MILK,FRZ (LIQ EXPRESSED FROM GRATED MEAT&H2O)",5.58,1.61,20.8,202,0.0,0.0,4,0.81,1.1,0.0,12,0
"COCONUT MEAT,DRIED (DESICCATED),CRMD",21.52,5.3,69.08,684,0.0,0.0,26,3.36,1.5,0.0,37,0
"COCONUT MEAT,DRIED (DESICCATED),SWTND,SHREDDED",47.67,2.88,35.49,501,4.5,43.16999817,15,1.92,0.7,0.39,262,0
"SISYMBRIUM SP. SEEDS,WHL,DRIED",58.26,12.14,4.6,318,0.0,0.0,1633,0.11,30.7,0.0,92,0
"ALMOND BUTTER,PLN,WO/SALT",21.22,15.08,59.1,633,3.700000048,0.0,270,3.7,0.7,0.0,11,0
"SESAME BUTTER,TAHINI,FROM RAW&STONE GROUND KRNLS",26.19,17.81,48.0,570,9.300000191,0.0,420,2.51,0.0,0.0,74,0
"FORMULATED,WHEAT-BASED,FLAV,MACADAMIA FLAV,WO/SALT",27.91,11.19,56.5,619,5.199999809,0.0,20,2.0,0.1,0.0,47,0
"FORMULATED,WHEAT-BASED,ALL FLAVORS XCPT MACADAMIA,WO/SALT",20.79,13.11,62.3,647,5.199999809,0.0,22,2.6,0.1,0.0,91,0
"SESAME SD KRNLS,DRIED (DECORT)",11.73,20.45,61.21,631,11.60000038,0.479999989,60,6.36,0.0,1.68,47,0
"CHESTNUTS,JAPANESE,RAW",34.91,2.25,0.53,154,0.0,0.0,31,1.45,26.3,0.0,14,0
"CHESTNUTS,JAPANESE,BLD&STMD",12.64,0.82,0.19,56,0.0,0.0,11,0.53,9.5,0.0,5,0
"CHESTNUTS,JAPANESE,RSTD",45.13,2.97,0.8,201,0.0,0.0,35,2.1,28.0,0.0,19,0
"LOTUS SEEDS,RAW",17.28,4.13,0.53,89,0.0,0.0,44,0.95,0.0,0.0,1,0
"ALMONDS,HONEY RSTD,UNBLANCHED",27.9,18.17,49.9,594,13.69999981,0.0,263,2.83,0.7,0.0,130,0
"SEEDS,FLAXSEED",28.88,18.29,42.16,534,27.29999924,1.549999952,255,5.73,0.6,0.31,30,0
"PUMPKIN&SQUASH SD KRNLS,RSTD,W/SALT",13.43,32.97,42.13,522,3.900000095,2.299999952,43,14.94,1.8,0.0,575,0
"SESAME SD KRNLS,TSTD,W/SALT (DECORT)",26.04,16.96,48.0,567,16.89999962,0.479999989,131,7.78,0.0,0.25,588,0
"SUNFLOWER SD KRNLS,DRY RSTD,W/SALT",24.07,19.33,49.8,582,9.0,2.730000019,70,3.8,1.4,26.1,410,0
"SUNFLOWER SD KRNLS,OIL RSTD,W/SALT",22.89,20.06,51.3,592,10.60000038,3.109999895,87,4.28,1.1,36.33,410,0
"SUNFLOWER SD KRNLS,TSTD,W/SALT",20.59,17.21,56.8,619,11.5,0.0,57,6.81,1.4,0.0,613,0
"SUNFLOWER SD BUTTER,W/SALT",27.42,19.66,47.73,579,0.0,0.0,122,4.75,2.7,0.0,520,0
"ALMONDS,DRY RSTD,W/SALT",19.29,22.09,52.83,597,11.80000019,4.900000095,266,4.51,0.0,26.0,339,0
"ALMONDS,OIL RSTD,W/SALT",17.68,21.23,55.17,607,10.5,4.550000191,291,3.68,0.0,25.97,339,0
"CASHEW NUTS,DRY RSTD,W/SALT",32.69,15.31,46.35,574,3.0,5.010000229,45,6.0,0.0,0.92,640,0
"CASHEW NUTS,OIL RSTD,W/SALT",30.16,16.84,47.77,581,3.299999952,5.010000229,43,6.05,0.3,0.92,308,0
"CASHEW BUTTER,PLN,W/SALT",27.57,17.56,49.41,587,2.0,5.010000229,43,5.03,0.0,0.92,614,0
